KBA-Referenznummer;Rckrufcode des Herstellers;Verffentlichungsdatum;Marke;Modell;Mangelbezeichnung;Produktionszeitraum von;Produktionszeitraum bis;Rckrufseite des Herstellers;Mangelbeschreibung;Titel der Manahme;Beschreibung der Manahme;Mgliche Eingrenzung der betroffenen Modelle;Bekannte Vorflle mit Sach- und/oder Personenschden;Anzahl potentiell betroffene Fahrzeugteile weltweit;Anzahl potentiell betroffene Fahrzeugteile
4870;SB01-2014;42016;ARCTIC CAT;BA201501;Ausgleichswelle im Vorderachsdifferenzial kann brechen und zum Ausfall des Allradantriebes führen.;2008;2009;N/A;Ausgleichswelle im Vorderachsdifferenzial kann brechen und zum Ausfall des Allradantriebes führen.;N/A;Austausch der Ausgleichswelle im Vorderachsdifferental.;N/A;N/A;N/A;312
5060;ZVN;42208;PEUGEOT;308;Defekte Sperre des Rückwärtsganges führt zu einem Fehler beim Schalten zwischen dem ersten Gang und dem Rückwärtsgang.;2013;2013;N/A;Defekte Sperre des Rückwärtsganges führt zu einem Fehler beim Schalten zwischen dem ersten Gang und dem Rückwärtsgang.;N/A;Austausch des Betätigungsrings des Rückwärtsganges.;N/A;N/A;639;37
3795;MGJ;41107;CITROEN;BERLINGO;Falsche elektrische Absicherung des Kühlerlüfters kann zu Temperaturerhöhung im entsprechenden Stromkreis führen.;2005;2008;N/A;Falsche elektrische Absicherung des Kühlerlüfters kann zu Temperaturerhöhung im entsprechenden Stromkreis führen.;N/A;Austausch der Sicherung.;N/A;N/A;N/A;1481
3822;2KBA-072;41186;TOYOTA;AURIS, RAV4, AVENSIS;Durch ein falsches Anzugsmoment der hinteren Spurstangen können diese sich lösen, was zum Kontrollverlust über das Fahrzeug führen kann.;2005;2011;N/A;Durch ein falsches Anzugsmoment der hinteren Spurstangen können diese sich lösen, was zum Kontrollverlust über das Fahrzeug führen kann.;N/A;Das Anzugsdrehmoment der Spurstangen, sowie auch die Spurstange selbst, wird geprüft und wenn nötig das betroffene Bauteil ausgetauscht.;N/A;N/A;1564287;75860
5202;N/A;42094;YAMAHA;YZF-R6, XT1200Z, MT-09, XJ6;Nicht der Spezifikation entsprechender Schalthebel kann zu Fehlschaltungen führen.;2013;2015;N/A;Nicht der Spezifikation entsprechender Schalthebel kann zu Fehlschaltungen führen.;N/A;Einbau einer neuen Schaltwelle mit einem modifizierten Schaltmechanismus.;N/A;N/A;N/A;1028
5679;0792233;42340;MERCEDES-BENZ;GLC;Austretender Kraftstoff aus der Hochdruck-Kraftstoffpumpe kann zum Ausgehen des Motors und zum Brand führen.;2015;2015;N/A;Austretender Kraftstoff aus der Hochdruck-Kraftstoffpumpe kann zum Ausgehen des Motors und zum Brand führen.;N/A;Erneuerung der Hochdruck-Kraftstoffpume.;N/A;N/A;29;5
5443;P65;42228;DODGE;RAM;Das Gehäuse des Diesel-Vorwärmers kann überhitzen, dies kann zum Kraftstoffaustritt und Brand führen;2010;2013;N/A;Das Gehäuse des Diesel-Vorwärmers kann überhitzen, dies kann zum Kraftstoffaustritt und Brand führen;N/A;Der Steckverbinder am Kabelsatz des Diesel-Vorwärmers muss bei allen Fahrzeugenausgetauscht werden. Außerdem muss das Gehäuse des Diesel-Kraftstofffilters/-Vorwärmers auf austretenden Kraftstoff (Undichtigkeiten) überprüft werden. WerdenUndichtigkeiten festgestellt, muss die Baugruppe Diesel-Kraftstofffilter/-Vorwärmerausgetauscht werden.;N/A;N/A;381873;95
5444;R16;42233;DODGE;RAM;Kugelkopfstehbolzen der linken Spurstange kann brechen, dies kann zum Verlust der Spurstabilität führen;2007;2012;N/A;Kugelkopfstehbolzen der linken Spurstange kann brechen, dies kann zum Verlust der Spurstabilität führen;N/A;Bei den betroffenen Fahrzeugen wird das Lenkgestänge ausgetauscht.;N/A;N/A;42711;5
5445;P77;42229;DODGE;RAM;Hinterachs-Kegelradmutter kann sich lösen. Dies kann in der Folge zum Verlust der Vortriebskraft und zur Blockade der Antriebsachse führen.;2004;2005;N/A;Hinterachs-Kegelradmutter kann sich lösen. Dies kann in der Folge zum Verlust der Vortriebskraft und zur Blockade der Antriebsachse führen.;N/A;Bei den betroffenen Fahrzeugen wird die Hinterachs-Kegelradmutter überprüft. Wenndie Kegelradmutter lose und/oder die Hinterachs-Baugruppe festgelaufen ist, muss dieHinterachse überarbeitet werden. Wenn Die Hinterachs-Kegelradmutter nicht lose ist, wirdeine Kegelradmutter-Sicherung eingebaut.;N/A;N/A;287945;668
5562;R35;42338;DODGE;CHARGER;Mangelbehaftete Software des Steuergerätes am Insassen-Rückhaltesystem führt bei einem Unfall zu erhöhtem Verletzungsrisiko.;2010;2014;N/A;Mangelbehaftete Software des Steuergerätes am Insassen-Rückhaltesystem führt bei einem Unfall zu erhöhtem Verletzungsrisiko.;N/A;Das ORC-Modul wird mit einer neuen Software programmiert.;N/A;N/A;22000;87
6708;0CG8;42751;RENAULT;CLIO;Fehlerhaftes Bauteil kann zum Bruch des Bremssattels vorne rechts führen.;2016;2016;N/A;Fehlerhaftes Bauteil kann zum Bruch des Bremssattels vorne rechts führen.;N/A;Bremssattel vorne rechts überprüfen und, falls erforderlich, austauschen.;N/A;N/A;13651;983
6783;6783;42790;WINORA-STAIGER;PEDELLEC S 45;Bruch der Vorderradgabel.;2014;2017;N/A;Bruch der Vorderradgabel.;N/A;Umbau mit einer alternativen Gabel.;N/A;N/A;1140;600
6912;Rückruf Starco;42865;HIRTH;DIVERSE;Reifenverformung kann zum Druckverlust führen.;2016;2016;N/A;Reifenverformung kann zum Druckverlust führen.;N/A;Austausch betroffenen Räder.;Es sind Anhänger des Produktionszeitraumes 17.06.2016 bis 01.12.2016 betroffen, auf denen Räder des Herstellers STARCO moniert wurden.;N/A;N/A;N/A
4597;5UG;41716;HONDA;CIVIC;Die Beschreibung verschiedener Fahrerassistenzsysteme fehlt im Bedienerhandbuch.RRA mit eigenem Adressmaterial. Sachverhalt hinsichtlich einer mögliche Verkehrgefährdung noch ungeklärt. WV 25.02.2015 zwecks Sachstand und Klärung.;2014;2014;N/A;Die Beschreibung verschiedener Fahrerassistenzsysteme fehlt im Bedienerhandbuch.RRA mit eigenem Adressmaterial. Sachverhalt hinsichtlich einer mögliche Verkehrgefährdung noch ungeklärt. WV 25.02.2015 zwecks Sachstand und Klärung.;;;N/A;N/A;157;18
4487;R3022230/31/32/33;41666;MITSUBISHI;L200;Mangelhafte Verschweißung am Querlenker kann Lenkprobleme verursachen.;2010;2011;N/A;Mangelhafte Verschweißung am Querlenker kann Lenkprobleme verursachen.;N/A;An den betroffenen Fahrzeugen müssen die Schweißnähte für die Buchsenaufnahme an den beiden unteren Querlenkern der Vorderachse überprüft und ggf. die Querlenker ausgetauscht werden.;N/A;N/A;20893;1581
4788;41C055;41898;HYUNDAI;I30;Durch Lösen einer Schraube an der Lenksäule wird das Fahrzeug unlenkbar.;2007;2012;N/A;Durch Lösen einer Schraube an der Lenksäule wird das Fahrzeug unlenkbar.;N/A;Festziehen von beiden Befestigungsschrauben an den Kreuzgelenken mit entsprechendem Drehmoment.;N/A;N/A;58943;30885
5552;R25;42289;DODGE;CHARGER, DAKOTA, MAGNUM, RAM, DURANGO;Fehler im Gasgenerator des Fahrerairbags führt bei Airbag Auslösung zu unkontrollierter Entfaltung.;2003;2010;N/A;Fehler im Gasgenerator des Fahrerairbags führt bei Airbag Auslösung zu unkontrollierter Entfaltung.;;;N/A;N/A;N/A;274
5337;45435;42193;DETHLEFFS;CARAVAN, MOTORCARAVAN;Fehler im Steuergerät der Abwasserrohr- und Abwassertankheizung kann zu Schmorschäden führen.;2010;2015;N/A;Fehler im Steuergerät der Abwasserrohr- und Abwassertankheizung kann zu Schmorschäden führen.;N/A;Bei den betroffenen Fahrzeugen wird das Steuergerät ausgetauscht.;N/A;N/A;N/A;4221
5217;P35;42094;DODGE;RAM;Nicht korrekte Steckverbindung des Dieselpartikelfilters führt zur Fehlfunktion. In der Folge werden falsche Abgaswerte verursacht.;2012;2013;N/A;Nicht korrekte Steckverbindung des Dieselpartikelfilters führt zur Fehlfunktion. In der Folge werden falsche Abgaswerte verursacht.;N/A;Die Steckverbinder des DPF-Temperatursensors werden an die richtigen Steckverbinder des Karosseriekabelsatzes angeschlossen.;N/A;N/A;27069;3
6682;N/A;42793;CAN-AM;DEFENDER;"Kombiinstrument zeigt Getriebeposition ""P"" nicht korrekt an, das kann zum Wegrollen des Fahrzeugs führen.";2016;2016;N/A;"Kombiinstrument zeigt Getriebeposition ""P"" nicht korrekt an, das kann zum Wegrollen des Fahrzeugs führen.";N/A;Getriebestellungstest;N/A;N/A;1354;16
5116;0BZH;42058;RENAULT;TRAFIC;Kontakt des Scheibenwischergestänges mit dem Scheibenwischerkabelsatz führt zu dessen Beschädigung und zum Funktionsverlust des Scheibenwischers.;2014;2014;N/A;Kontakt des Scheibenwischergestänges mit dem Scheibenwischerkabelsatz führt zu dessen Beschädigung und zum Funktionsverlust des Scheibenwischers.;N/A;Überprüfung der Position des Kabelstrangs zwischen Motorraum und Fahrgastraum. Neuausrichtung des Kabelstrangs, sowie konforme Befestigung mittels Kabelbinder und ggf. Instandsetzung des Kabelstrangs, falls erforderlich.;N/A;N/A;6528;853
5267;E150104, (15-R-058);42213;OPEL;ASTRA, ZAFIRA, CASCADA;Softwarefehler der Berganfahrhilfe erzeugt den Eindruck einer angezogenen Handbremse.;2009;2014;N/A;Softwarefehler der Berganfahrhilfe erzeugt den Eindruck einer angezogenen Handbremse.;N/A;Das Elektronische Bremskraftverteilermodul wird mit der aktuellen Software programmiert.;N/A;N/A;562703;136831
5549;PG5B8;42284;NISSAN;QASHQAI;Nicht der Spezifikation entsprechende Schalthebelvorrichtung kann dazu führen, dass sich das Schaltseil aushängt. In der Folge kann das Getriebe im 1., 3. oder 5. Gang festhängen.;2014;2015;N/A;Nicht der Spezifikation entsprechende Schalthebelvorrichtung kann dazu führen, dass sich das Schaltseil aushängt. In der Folge kann das Getriebe im 1., 3. oder 5. Gang festhängen.;N/A;Um ein Aushängen des Schaltseiles zu verhindern, wird die Schalthebelvorrichtung überprüft und wenn notwendig nachgearbeitet.;N/A;N/A;15046;1942
5717;R5944;42347;FIAT;SCUDO;Aus dem Deckel des beheizten Dieselfilters kann Kraftstoff austreten.;2012;2014;N/A;Aus dem Deckel des beheizten Dieselfilters kann Kraftstoff austreten.;N/A;Bei den betroffenen Fahrzeugen wird der Deckel des beheizten Dieselfilters ersetzt.;N/A;N/A;26628;4015
5765;300;42380;MASERATI;GRANCABRIO, GRANTURISMO;Mangelhaft galvanisierte Kraftstoffleitung kann korrodieren. Dies kann zu Kraftstoffaustritt führen.;2015;2015;N/A;Mangelhaft galvanisierte Kraftstoffleitung kann korrodieren. Dies kann zu Kraftstoffaustritt führen.;N/A;Die betroffene Kraftstoffzufuhrleitung wird ausgetauscht.;GRANCABRIO SPORT, GRANTURISMO SPORT AUTOMATIC, GRANCABRIO MC, GRANCABRIO MC CENTENARIO, GRANCABRIO;N/A;320;11
5766;0034220200;42376;BMW;I8;Fertigungsfehler kann zum Ausfall des Dynamischen Stabilitäts Control Systems führen.;2015;2015;N/A;Fertigungsfehler kann zum Ausfall des Dynamischen Stabilitäts Control Systems führen.;N/A;Bei den betroffenen Fahrzeugen wird das Hydroaggregat DSC geprüft und ggf. ersetzt.;N/A;N/A;24;3
5876;RADFL-VA;42453;MERCEDES-BENZ;ATEGO;Fehlerbehafteter Radflansch an der Vorderachse kann zum Verlust des Rades führen.;2015;2015;N/A;Fehlerbehafteter Radflansch an der Vorderachse kann zum Verlust des Rades führen.;N/A;Radflanschring überprüfen und ggf. erneuern.;N/A;N/A;41;6
4452;233;41624;MASERATI;QUATTROPORTE;Fehler im Generator- /Anlasserkabelstrang kann zum Schmelzen der Isolierung und somit zu einem Kurzschluss führen.;2013;2013;N/A;Fehler im Generator- /Anlasserkabelstrang kann zum Schmelzen der Isolierung und somit zu einem Kurzschluss führen.;N/A;Austausch Generator- /Anlasserkabelstrang.;N/A;N/A;178;6
4625;NAT;41820;CITROEN;C3 PICASSO;Befestigung der Heckklappendämpfer kann sich lösen.;2013;2013;N/A;Befestigung der Heckklappendämpfer kann sich lösen.;N/A;Überprüfung der Befestigungspunkte. Bei Bedarf Austausch der Heckklappe.;N/A;N/A;3295;169
5451;R38;42229;JEEP;GRAND CHEROKEE;Unkorrekte Vergütung der unteren Querlenker der Hinterradaufhängung, dies kann zum Bruch der Querlenker führen, in der Folge zum Verlust der Fahrzeugkontrolle.;2015;2015;N/A;Unkorrekte Vergütung der unteren Querlenker der Hinterradaufhängung, dies kann zum Bruch der Querlenker führen, in der Folge zum Verlust der Fahrzeugkontrolle.;N/A;Die unteren Querlenker werden ausgetauscht.;Fahrzeuganzahl inklusive Dodge-Fahrzeuge zum gleichen Rückruf.;N/A;7598;97
5764;97BN;42387;SKODA;SUPERB;Fehlerhafte Arretierung einer Steckerverbindung führt zum Ausfall einzelner elektrischer Systeme.;2015;2015;N/A;Fehlerhafte Arretierung einer Steckerverbindung führt zum Ausfall einzelner elektrischer Systeme.;N/A;Bei den betroffenen Fahrzeugen wird die Arretierung der Steckverbindung geprüft.;N/A;N/A;25449;6068
5015;N/A;41981;YAMAHA;XC125R;Fehler im Geschwindigkeitssensor führt zu Ausfall der Geschwindigkeitsanzeige und zu Vibrationen.;2014;2014;N/A;Fehler im Geschwindigkeitssensor führt zu Ausfall der Geschwindigkeitsanzeige und zu Vibrationen.;N/A;Die Modifikation beinhaltet die Montage eines neuen, modifizierten Geschwindigkeitssensors.;N/A;N/A;126;41
3861;OSB12-13-026;41162;CHEVROLET;ORLANDO;Die Sitzbefestigungshaken in der dritten Sitzreihe sind möglicherweise nicht korrekt eingehängt.;2011;2012;N/A;Die Sitzbefestigungshaken in der dritten Sitzreihe sind möglicherweise nicht korrekt eingehängt.;N/A;Hakenbefestigungen der 3. Sitzreihe überprüfen und ggf. richtig montieren.;N/A;N/A;N/A;376
4940;A140517 (15-C-047);42059;OPEL;MOKKA;Fehlfunktion der Gurtstraffer der Vordersitze.;2011;2013;N/A;Fehlfunktion der Gurtstraffer der Vordersitze.;N/A;Austausch der Gurtstraffer und der Gurtstrafferabdeckung.;N/A;N/A;N/A;12415
4672;ZQN;41771;PEUGEOT;208, 2008;Die Verschraubung des vorderen Dreieckslenkers kann brechen. Dies kann zum Verlust der Fahrstabilität führen.;2013;2013;N/A;Die Verschraubung des vorderen Dreieckslenkers kann brechen. Dies kann zum Verlust der Fahrstabilität führen.;N/A;Austausch der Schrauben.;N/A;N/A;16543;937
4390;ZLP;41617;PEUGEOT;508;Undichtigkeit im Kraftstoffrücklauf kann zu Kraftstoffaustritt führen.;2012;2013;N/A;Undichtigkeit im Kraftstoffrücklauf kann zu Kraftstoffaustritt führen.;N/A;Überprüfung der Dichtheit der Verbindung der Rücklaufleitung an jeder Einspritzdüse und ggf. Austausch der Einspritzdüsen und des Kraftstoff-Rücklaufverteilers.;N/A;N/A;430;168
5577;15OSD-049;42305;TOYOTA;YARIS, AURIS, RAV4, CAMRY, URBAN CRUISER, COROLLA;Verschleiß und nicht korrekte Dosierung eines Schmiermittels kann zum Ausfall und zum Schmelzen des Fensterheberhauptschalters führen.;2005;2010;N/A;Verschleiß und nicht korrekte Dosierung eines Schmiermittels kann zum Ausfall und zum Schmelzen des Fensterheberhauptschalters führen.;N/A;Die Baugruppe des Fensterheberschalter an der Fahrertür wird geprüft und ein spezielles Schmiermittel angebracht bzw., je nach Prüfergebnis, wird ein Austausch der internen Schalterplatine notwendig.;N/A;N/A;5550000;110000
5768;99QL;42374;SUZUKI MOTORRAD;GLADIUS;Fehlerhafte Tankentlüftung kann zu einem Riss im Tank führen.;2013;2015;N/A;Fehlerhafte Tankentlüftung kann zu einem Riss im Tank führen.;N/A;Bei den betroffenen Fahrzeugen wird der Kraftstofftank-Entlüftungsschlauch und ggf. der Kraftstofftank ausgetauscht.;N/A;N/A;4572;1721
5769;R71;42670;JEEP;GRAND CHEROKEE;Verkabelung der Schminkspiegelleuchte ist fehlerhaft und kann einen Brand verursachen.;2009;2012;N/A;Verkabelung der Schminkspiegelleuchte ist fehlerhaft und kann einen Brand verursachen.;N/A;Überprüfung der Verkabelung der Sonnenblende und ggf. Erneuerung.;Fahrzeuganzahl weltweit inklsuive Dodge-Fahrzeuge zum gleichen Rückruf.;N/A;518433;4834
5738;NC3HOCHDRU;42356;MERCEDES-BENZ;SPRINTER;Austretender Kraftstoff aus den Hochdruck-Kraftstoffleitungen kann auch nach dem Abstellen des Fahrzeugs zum Brand führen.;2015;2015;N/A;Austretender Kraftstoff aus den Hochdruck-Kraftstoffleitungen kann auch nach dem Abstellen des Fahrzeugs zum Brand führen.;N/A;Bei den betroffenen Fahrzeugen werden die Hochdruck-Kraftstoffleitungen erneuert.;N/A;N/A;4944;1815
4941;A140517 (OSB15-13-014);42059;CHEVROLET;TRAX;Fehlfunktion der Gurtstraffer der Vordersitze.;2012;2013;N/A;Fehlfunktion der Gurtstraffer der Vordersitze.;N/A;Austausch der Gurtstraffer und der Gurtstrafferabdeckung.;N/A;N/A;N/A;112
4996;P64;41985;AUTOGLOBALTRADE;DODGE DURANGO;Fehlprogrammierung des Lenksäulen-Steuergerätes kann zum Ausfall des elektronischen Stabilitätsprogramms führen.;2013;2014;N/A;Fehlprogrammierung des Lenksäulen-Steuergerätes kann zum Ausfall des elektronischen Stabilitätsprogramms führen.;N/A;Neuprogrammierung des Lenksäulen-Steuergerätes.;N/A;N/A;241;47
5052;OSB14-03-053, A140447;41996;CHEVROLET;ORLANDO, CRUZE;Bruch der rechten Antriebswelle führt zum Liegenbleiben des Fahrzeugs.;2010;2012;N/A;Bruch der rechten Antriebswelle führt zum Liegenbleiben des Fahrzeugs.;N/A;Die rechte Antriebswelle aller betroffenen Fahrzeuge muss erneuert werden.;N/A;N/A;N/A;1180
4415;R3022820;41582;MITSUBISHI;LANCER;Undichtigkeit im Kupplungsgeberzylinder kann zu Kupplungsausfall führen.;2008;2013;N/A;Undichtigkeit im Kupplungsgeberzylinder kann zu Kupplungsausfall führen.;N/A;Austausch Kupplungsgeberzylinder.;LANCER EVOLUTION;N/A;2119;78
4811;J043;41912;JAGUAR;F-TYPE;Sofern der Heckspoiler bei höheren Geschwindigkeiten nicht wie geplant ausfährt kann es zu instabilen Fahrsituationen kommen. Die maximale Geschwindigkeit des Fahrzeuges wird nicht wie vorgesehen herabgesetzt.;2014;2014;N/A;Sofern der Heckspoiler bei höheren Geschwindigkeiten nicht wie geplant ausfährt kann es zu instabilen Fahrsituationen kommen. Die maximale Geschwindigkeit des Fahrzeuges wird nicht wie vorgesehen herabgesetzt.;N/A;Die Motorsoftware wird aktualisiert.;N/A;N/A;1581;21
4813;P048, alter Code: P047;42019;LAND ROVER;DEFENDER;Vordere Radaufhängung kann sich lösen und zum Verlust der Fahrstabilität führen.;2010;2013;N/A;Vordere Radaufhängung kann sich lösen und zum Verlust der Fahrstabilität führen.;N/A;Einbau einer zusätzlichen Verstärkungshalterung an beiden Enden des Vorderachsgehäuses.;N/A;N/A;7756;375
5798;Z-16-02;42684;POLARIS;RZR XP TURBO;Fehlerhaft montierte Ölleitung am Turbolader kann zu Ölverlust und ggf. zu einem Fahrzeugbrand führen.;2016;2016;N/A;Fehlerhaft montierte Ölleitung am Turbolader kann zu Ölverlust und ggf. zu einem Fahrzeugbrand führen.;N/A;Überprüfung und ggb. Reparatur der Ölleitung.;N/A;N/A;16425;17
5600;R40;42347;DODGE;RAM, CHALLENGER, DURANGO, CHARGER, VIPER;Mögliche Manipulation der Fahrzeugelektronik von außen.;2013;2015;N/A;Mögliche Manipulation der Fahrzeugelektronik von außen.;N/A;Die Radio-Software wird neu programmiert.;N/A;N/A;1410000;28
4886;ZSX;41932;PEUGEOT;4007;Fehlerhafter Keilriemen kann dazu führen, dass sich eine Riemenscheibe löst, in der Folge kann der Motor ausfallen.;2007;2010;N/A;Fehlerhafter Keilriemen kann dazu führen, dass sich eine Riemenscheibe löst, in der Folge kann der Motor ausfallen.;N/A;Kontrolle und Austausch der Antriebsriemen der Nebenaggregate sowie der Spann- und Führungsrollen.;N/A;N/A;5833;74
5422;IN-427-14-TWK;42228;SOLARIS;URBINO;Schmorschäden im Bereich des Diesevorwärmers.;2006;2013;N/A;Schmorschäden im Bereich des Diesevorwärmers.;N/A;Austausch des Kraftstoffvorwärmers.;N/A;N/A;N/A;1379
5789;HJA;42618;PEUGEOT;207;Defektes Steuergerät der Sitzheizung kann möglicherweise zum Fahrzeugbrand führen.;2009;2015;N/A;Defektes Steuergerät der Sitzheizung kann möglicherweise zum Fahrzeugbrand führen.;N/A;Kontrolle der beiden betroffenen Kabelstränge und gegebenenfalls Erneuerung.;N/A;N/A;63508;23101
5345;A150051 (15-C-068), 2023240 (16-R-020);42193;OPEL;ANTARA;Abdeckung des Unterbodens kann sich während der DPF Regenerationsphase entzünden und zum Fahrzeugbrand führen.;2010;2015;N/A;Abdeckung des Unterbodens kann sich während der DPF Regenerationsphase entzünden und zum Fahrzeugbrand führen.;N/A;Die untere Motorraumabdeckung wird entfernt und druch eine neuere, verbessere Motorraumabdeckung ersetzt.;N/A;N/A;62041;5080
5313;3293233;42194;SMART;FORFOUR, FORTWO;Schweißnähte der Drehstabgestänge-Halterung können reißen. In der Folge kommt es zu unsicheren Fahrzuständen.;2014;2014;N/A;Schweißnähte der Drehstabgestänge-Halterung können reißen. In der Folge kommt es zu unsicheren Fahrzuständen.;N/A;Die Stoßdämpfer an der Vorderachse werden erneuert.;N/A;N/A;13201;5620
