Type of alert;Type;Alert number;Alert submitted by;Country of origin;Counterfeit;Risk type;Risk legal provision;Product;Name;Description;Brand;Category;Type / number of model;OECD Portal category;Risk;Compulsory measures;Voluntary measures;Products were found and measures were taken also in;Company recall page;Barcode;Batch number;Company recall code (**);Production dates (**);Packaging description
Serious risk;Consumer;A12/01733/22;Germany;Germany;No;Injuries;The product does not comply with the Regulation on the approval and market surveillance of motor vehicles and their trailers, and of systems, components and separate technical units intended for such vehicles.;Passenger car;"Series 2 Active Tourer							";Passenger car;Bmw;Motor vehicles;U2AT, e1*2018/858*00117*;77000000 - Automotive;A door may open involuntarily in the event of a side collision, increasing the risk of injury to vehicle occupants in the event of a second impact or subsequent rollover.;;"Type of economic operator taking notified measure(s): Manufacturer
Category of measure(s): Recall of the product from end users
Date of entry into force: Unknown";Denmark, Finland, France, Greece, Poland, Portugal, Sweden;https://www.bmw.de/de/topics/service-zubehoer/bmw-service/rueckrufe.html;;;"0051530500							";07.07.2022 - 27.09.2022;
Serious risk;Professional;A12/01749/22;Germany;Germany;No;Injuries;The product does not comply with the Regulation on the approval and market surveillance of motor vehicles and their trailers, and of systems, components and separate technical units intended for such vehicles.;Lorry;"Actros						";Lorry;Mercedes-Benz;Motor vehicles;963-4-A, e1*2018/858*00040*00-*03;77000000 - Automotive;"The side skirt fastenings do not fit properly and may not fasten correctly.
The side skirt could fall onto the road. This could increase the risk of an accident for following or oncoming traffic.";;"Type of economic operator taking notified measure(s): Manufacturer
Category of measure(s): Recall of the product from end users
Date of entry into force: Unknown";France, Luxembourg, Poland, Portugal, Slovenia;;;;"SVK-HALTER							";18.12.2021 - 12.31.2022;
Serious risk;Consumer;A12/01732/22;Germany;Germany;No;Injuries;The product does not comply with the Regulation on the approval and market surveillance of motor vehicles and their trailers, and of systems, components and separate technical units intended for such vehicles.; Passenger van / Light commercial vehicle;Caddy;Passenger van / Light commercial vehicle;Volkswagen;Motor vehicles;SK, SKN, e13*2018/858*00002*, e13*2018/858*00003*;77000000 - Automotive;A wheel control arm may be faulty and can fail to work properly. The corresponding wheel can bend sideways, making steering very difficult, increasing the risk of an accident.;;"Type of economic operator taking notified measure(s): Manufacturer
Category of measure(s): Recall of the product from end users
Date of entry into force: Unknown";Bulgaria, Denmark, Estonia, Finland, France, Greece, Croatia, Ireland, Portugal, Romania, Sweden, Slovenia;;;;"40S5							";20.4.2021 - 7.7.2022;
Serious risk;Consumer;A12/01704/22;Hungary;People's Republic of China;No;Burns, Fire;The product does not comply with the Regulation on the approval and market surveillance of two- or three wheel vehicles and quadricycles.;Electric scooter;ZNEN e-Cruise;ZNEN e-Cruise, electric scooter with ZM34 Li-ion batteries.;ZNEN / Modena;Motor vehicles;72V20AH;78000000 - Electrical Supplies;Due to poor battery cell quality, some cell groups go into a deep discharge state (very low or zero volts) during a period of storage or use. This automatic discharge can cause asymmetric cell voltages, increasing the risk of burns and fire.;;"Type of economic operator taking notified measure(s): Importer
Category of measure(s): Recall of the product from end users
Date of entry into force: 21/11/2022";;;;;;;
Serious risk;Consumer;A12/01743/22;Germany;Germany;No;Injuries;The product does not comply with the Regulation on the approval and market surveillance of motor vehicles and their trailers, and of systems, components and separate technical units intended for such vehicles.;Passenger car;GLS;Passenger car;Mercedes-Benz;Motor vehicles;H1GLE, e1*2007/46*1885*03-*17;77000000 - Automotive;The locking mechanism of the third row of seats may malfunction, which increases the risk of injury in the event of an accident.;;"Type of economic operator taking notified measure(s): Manufacturer
Category of measure(s): Recall of the product from end users
Date of entry into force: Unknown";Bulgaria, Denmark, Finland, France, Greece, Croatia, Ireland, Luxembourg, Norway, Poland, Portugal, Romania, Sweden, Slovenia;https://www.Mercedes-Benz.de;;;"9391001							";27.11.2017 - 20.07.2022;
Serious risk;Consumer;A12/01864/22;Germany;Germany;No;Fire, Injuries;The product does not comply with the Regulation on the approval and market surveillance of motor vehicles and their trailers, and of systems, components and separate technical units intended for such vehicles.;Passenger car;"X1, iX1							";Passenger car;Bmw;Motor vehicles;U1X, e1*2018/858*00153*;77000000 - Automotive;When water penetrates the basic control unit, different electrical functions may be impaired, such as lights and central locking could malfunction, the steering and braking assistance may fail and the engine might stall. Moreover, this could lead to increased risk of fire.;;"Type of economic operator taking notified measure(s): Manufacturer
Category of measure(s): Recall of the product from end users
Date of entry into force: Unknown";Bulgaria, Denmark, Finland, France, Greece, Croatia, Ireland, Poland, Portugal, Romania, Sweden, Slovenia;https://www.bmw.de/rückruf;;;"0054610100							";28.06.2022 - 15.09.2022;
Serious risk;Consumer;A12/01863/22;Germany;Germany;No;Injuries;The product does not comply with the Regulation on the approval and market surveillance of motor vehicles and their trailers, and of systems, components and separate technical units intended for such vehicles.;Passenger van / Light commercial vehicle;Sprinter;Passenger van / Light commercial vehicle;Mercedes-Benz;Motor vehicles;906 AC 35, 906 AC 35/4x4, 906BA50, 906BB50, 906BA35, 906BB35, 906BB50/4x4, 906BB35/4x4, 906BA50/4x4,  906BA35/4x4, e1*2001/116*0354*21-*28 e1*2001/116*0424*15-*19, e1*2007/46*0294*10-*16, e1*2007/46*0296*10-*16, e1*2007/46*0300*15-*22, e1*2007/46*0301*17-*23, , e1*2007/46*0304*06-*10, e1*2007/46*0305*11-*15, e1*2007/46*0308*06-*10, e1*2007/46*0312*12-*16;77000000 - Automotive;A component of the parking lock system may wear out. As a result, the vehicle may begin to move out of parking position, increasing the risk of an accident.;;"Type of economic operator taking notified measure(s): Manufacturer
Category of measure(s): Recall of the product from end users
Date of entry into force: Unknown";Bulgaria, Denmark, Finland, France, Greece, Ireland, Luxembourg, Poland, Portugal, Sweden, Slovenia;https://www.mercedes-benz.de;;;"2790611, 2790612, 2790613							";19.12.2017 - 17.10.2022;
Serious risk;Consumer;A12/01862/22;Portugal;Japan;No;Fire;The product does not comply with the Regulation on the approval and market surveillance of motor vehicles and their trailers, and of systems, components and separate technical units intended for such vehicles.;Passenger car;Various models of GS, IS and RC ;"Model name (Model Code): GS F (URL10), GS200t / GS300 (ARL10), GS250 (GRL11), GS300h (AWL10), GS350 (GRL15 / GRL16), GS450h (GWL10), IS200t / IS300 (ASE30), IS250 (GSE30), IS300h (AVE30), RC F (USC10), RC200t / RC300 (ASC10), RC300h (AVC10), RC350 (GSC10); Model Year: 2011~2018.

";Lexus;Motor vehicles;e11*2001/116*0206*16, e11*2001/116*0206*17, e11*2007/46*0150*06, e11*2007/46*0150*07, e11*2007/46*0152*11, e11*2007/46*2883*02, e11*2007/46*2883*03, e11*2007/46*2971*02, e11*2007/46*3641*01,   , e11*2001/116*0206*16, e11*2007/46*0150*06, e11*2007/46*2883*02, e6*2001/116*0106*08, e6*2001/116*0106*09, e6*2001/116*0106*10, e6*2001/116*0106*11, e6*2001/116*0106*12, e6*2001/116*0106*13, , e11*2007/46*2883*00, e11*2007/46*2883*01, e11*2001/116*0206*16, e11*2001/116*0206*17, e11*2007/46*0150*06, e11*2007/46*2883*00, e11*2007/46*2883*01, e11*2007/46*2883*02, e11*2007/46*2883*03,    , e11*2007/46*3641*01, e11*2007/46*3704*01, e6*2001/116*0106*13, e6*2007/46*0111*05, e6*2007/46*0111*06, e6*2007/46*0163*03, e6*2007/46*0166*03, e11*2007/46*1532*00,  e11*2007/46*1532*02, e11*2007/46*3704*00, e6*2001/116*0106*13, e6*2007/46*0111*05, e6*2007/46*0111*06, e6*2007/46*0163*02, e6*2007/46*0163*03, e6*2007/46*0166*03, e6*2007/46*0166*04, e6*2007/46*0195*00, e6*2007/46*0221*00, e6*2007/46*0035*00, e6*2007/46*0111*05, e6*2007/46*0221*00, e11*2001/116*0206*10, e11*2001/116*0206*11, e11*2001/116*0206*12, e11*2001/116*0206*13, e11*2001/116*0206*14, e11*2001/116*0206*15,;77000000 - Automotive;"Due to the improper design of the flange attaching the vent tube to the fuel tank, a stress-related crack could develop on the outer surface of the flange and expand over time. 
increasing the risk of fire.  ";;"Type of economic operator taking notified measure(s): Importer
Category of measure(s): Recall of the product from end users
Date of entry into force: Unknown";Bulgaria, Germany, Denmark, Estonia, Finland, France, Greece, Poland, Sweden, Slovenia, Slovakia;;;;22SMD-114;"06.06.2014-22.08.2018; 25.05.2015-02.08.2018; 26.05.2015-7.08.2018; 18.09.2014-14.07.2016.
18.10.2011-16.04.2018; 7.04.2015-24.05.2018; 24.10.2012-05.08.2015; 14.11.2012-03.082018; 
24.07.2015-11.04.2018; 17.08.2015-17.04.2018; 24.07.2011-28.04.2015; 20.05.2013-16.04.2018; 20.07.2011-03.06.2016; ";
Serious risk;Consumer;A12/01861/22;Portugal;United Kingdom;No;Injuries;The product does not comply with the Regulation on the approval and market surveillance of motor vehicles and their trailers, and of systems, components and separate technical units intended for such vehicles.;Passenger car;Avensis;"Passenger car, Model Code: ADT251, AZT250, AZT251, CDT250, ZZT250, ZZT251; Model Year: 2002~2006.";Toyota;Motor vehicles;"e1*2001/116*0196*00; e11*2001/116*0196*01; e11*2001/116*0196*02; e11*2001/116*0196*03;  e11*2001/116*0196*04";77000000 - Automotive;The density of the propellant in the airbag inflator may be reduced due to high temperature cycling and moisture in the propellant and its sealed container. In the event of an accident this can lead to the release of fragments of the front airbag from the generator housing, increasing the risk of injury.;;"Type of economic operator taking notified measure(s): Importer
Category of measure(s): Recall of the product from end users
Date of entry into force: Unknown";Bulgaria, Germany, Denmark, Estonia, Finland, France, Greece, Norway, Poland, Sweden, Slovenia, Slovakia;;;;22SMD-115;21.08.2002 - 24.04.2006;
Serious risk;Consumer;A12/00513/23;Germany;Germany;No;Injuries;The product does not comply with the Regulation on the approval and market surveillance of two- or three wheel vehicles and quadricycles.;Motorcycle;S 1000 R, S 1000 RR, M 1000 RR, S 1000 XR;Motorcycle;Bmw;Motor vehicles;2R99r, SM99, 2R99, 2X99, e1*168/2013*00092*, e1*168/2013*00233*, e1*168/2013*00091*, e1*168/2013*00162*;77000000 - Automotive;The clutch cover may become detached, leading to an oil leak. Leaking oil may reach the rear tyre and/or drip onto the catalytic converter, creating a risk of an accident.;;"Type of economic operator taking notified measure(s): Manufacturer
Category of measure(s): Recall of the product from end users
Date of entry into force: Unknown";Bulgaria, Denmark, Finland, France, Greece, Croatia, Ireland, The Netherlands, Poland, Portugal, Sweden, Slovenia;;;;"0000112800							";06.05.2022 - 30.09.2022;
